"DAT","Trait","Intercept","Gvar","Expvar","GxEvar","Repvar","evar","H2","WL"
14,"VNIR_Plant_Spectrum_X768.21",0.125133245905769,2.3528809504493e-05,0.00042004914289143,5.15672210831178e-06,3.25465332814051e-05,0.000295428842039153,0.0302929124063742,768.21
14,"VNIR_Plant_Spectrum_X769.35",0.125759982534631,2.45578247323542e-05,0.000420930546061209,0,3.77655832931319e-05,0.000297227824199947,0.0314649558971959,769.35
14,"VNIR_Plant_Spectrum_X770.49",0.126279613943608,2.35060981341994e-05,0.000421925695263523,4.88982140115561e-06,3.6148276170235e-05,0.000296208332213592,0.0300329016931295,770.49
14,"VNIR_Plant_Spectrum_X771.63",0.127052963034329,2.35964371994041e-05,0.000420341492878513,8.52793674943349e-14,3.73307376232516e-05,0.000301916808440546,0.030128798242123,771.63
14,"VNIR_Plant_Spectrum_X772.77",0.127413844464591,2.51206372982453e-05,0.00042403363388937,4.61607785717519e-06,3.2240658798209e-05,0.00030315532143808,0.0318318665738436,772.77
14,"VNIR_Plant_Spectrum_X773.92",0.128184736383451,2.44528818015839e-05,0.000414505749381769,1.41478838899059e-06,3.84722312720847e-05,0.000304362065820844,0.0312214515782593,773.92
14,"VNIR_Plant_Spectrum_X775.06",0.128992524712001,2.49885651761049e-05,0.000417858784362428,0,3.4198009950988e-05,0.000307695957682993,0.031843060419121,775.06
14,"VNIR_Plant_Spectrum_X776.2",0.129440950918866,2.51218304412041e-05,0.000418818253046192,1.23887888689238e-06,3.88730912117254e-05,0.000305196483838675,0.031830062711521,776.2
14,"VNIR_Plant_Spectrum_X777.34",0.129926182393839,2.47608677603515e-05,0.000414951571223692,3.90308135291321e-07,3.95937034986796e-05,0.000308132559778649,0.0314292409058212,777.34
14,"VNIR_Plant_Spectrum_X778.48",0.13022624273165,2.09644094717099e-05,0.000409090706646488,3.9819076518697e-06,3.86998335930516e-05,0.000309221757632224,0.0268101266098779,778.48
14,"VNIR_Plant_Spectrum_X779.62",0.130529572110134,2.3993422081289e-05,0.000404135883141446,4.8909151882099e-06,3.857756507562e-05,0.000307670245438809,0.030789691260396,779.62
14,"VNIR_Plant_Spectrum_X780.76",0.131123893785274,2.39371067955107e-05,0.000411938925110095,1.99683231555182e-07,4.23595468563932e-05,0.000312292209616938,0.0302722589702839,780.76
14,"VNIR_Plant_Spectrum_X781.9",0.131688999559651,2.24907355155529e-05,0.00041126595854646,5.89901722299397e-06,4.01237756003514e-05,0.000311759561216542,0.0284139305186337,781.9
14,"VNIR_Plant_Spectrum_X783.05",0.132078048920906,2.56317416801e-05,0.000415015117433842,3.07304317084557e-06,4.04254967291009e-05,0.000312155664055668,0.0321885061678752,783.05
14,"VNIR_Plant_Spectrum_X784.19",0.132939937419909,2.37059770588042e-05,0.000416829907059196,7.6903011234755e-06,3.64044698845661e-05,0.000317971628561027,0.0295363937290353,784.19
14,"VNIR_Plant_Spectrum_X785.33",0.13332697667563,2.40005810789009e-05,0.000413935665521729,0,4.39301597563596e-05,0.000320503958707577,0.0299120981081718,785.33
